ISIN Code,Company Name,Industry,Symbol,Series
INE750C01026,Marksans Pharma Ltd.,Healthcare,MARKSANS,EQ
INE759A01021,Mastek Ltd.,Information Technology,MASTEK,EQ
INE03EI01018,Max Estates Ltd.,Realty,MAXESTATES,EQ
INE804L01022,Medplus Health Services Ltd.,Consumer Services,MEDPLUS,EQ
INE099Z01011,Mishra Dhatu Nigam Ltd.,Capital Goods,MIDHANI,EQ
INE495P01020,Mrs. Bectors Food Specialities Ltd.,Fast Moving Consumer Goods,BECTORFOOD,EQ
INE136S01016,NEOGEN CHEMICALS LTD.,Chemicals,NEOGEN,EQ
INE317F01035,NESCO Ltd.,Services,NESCO,EQ
INE870D01012,National Fertilizers Ltd.,Chemicals,NFL,EQ
INE418L01047,Nazara Technologies Ltd.,Media Entertainment & Publication,NAZARA,EQ
INE870H01013,Network18 Media & Investments Ltd.,Media Entertainment & Publication,NETWORK18,EQ
INE350C01017,Optiemus Infracom Ltd.,Telecommunication,OPTIEMUS,EQ
INE191A01027,Orchid Pharma Ltd.,Healthcare,ORCHPHARMA,EQ
INE876N01018,Orient Cement Ltd.,Construction Materials,ORIENTCEM,EQ
INE0BYP01024,Oswal Pumps Ltd.,Capital Goods,OSWALPUMPS,EQ
INE953R01016,P N Gadgil Jewellers Ltd.,Consumer Durables,PNGJL,EQ
INE785M01021,PC Jeweller Ltd.,Consumer Durables,PCJEWELLER,EQ
INE195J01029,PNC Infratech Ltd.,Construction,PNCINFRA,EQ
INE877F01012,PTC India Ltd.,Power,PTC,EQ
INE088F01024,Paradeep Phosphates Ltd.,Chemicals,PARADEEP,EQ
INE045601023,Paras Defence and Space Technologies Ltd.,Capital Goods,PARAS,EQ
INE244B01030,Patel Engineering Ltd.,Construction,PATELENG,EQ
INE940H01022,Pearl Global Industries Ltd.,Textiles,PGIL,EQ
INE633B01018,Polyplex Corporation Ltd.,Capital Goods,POLYPLEX,EQ
INE211R01019,Power Mech Projects Ltd.,Construction,POWERMECH,EQ
INE726V01018,Pricol Ltd.,Automobile and Auto Components,PRICOLLTD,EQ
INE689W01016,Prince Pipes and Fittings Ltd.,Capital Goods,PRINCEPIPE,EQ
INE010A01011,Prism Johnson Ltd.,Construction Materials,PRSMJOHNSN,EQ
INE959A01019,Privi Speciality Chemicals Ltd.,Chemicals,PRIVISCL,EQ
INE00F201020,Prudent Corporate Advisory Services Ltd.,Financial Services,PRUDENT,EQ
INE323I01011,Puravankara Ltd.,Realty,PURVA,EQ
INE615P01015,Quess Corp Ltd.,Services,QUESS,EQ
INE855B01025,Rain Industries Ltd,Chemicals,RAIN,EQ
INE613A01020,Rallis India Ltd.,Chemicals,RALLIS,EQ
INE0CLI01024,Rategain Travel Technologies Ltd.,Information Technology,RATEGAIN,EQ
INE703B01027,Ratnamani Metals & Tubes Ltd.,Capital Goods,RATNAMANI,EQ
INE834M01019,RattanIndia Enterprises Ltd.,Consumer Services,RTNINDIA,EQ
INE399K01017,RattanIndia Power Ltd.,Power,RTNPOWER,EQ
INE02ID01020,Raymond Lifestyle Ltd.,Textiles,RAYMONDLSL,EQ
INE056I01025,Refex Industries Ltd.,Chemicals,REFEX,EQ
INE131B01039,Relaxo Footwears Ltd.,Consumer Durables,RELAXO,EQ
INE621H01010,Religare Enterprises Ltd.,Financial Services,RELIGARE,EQ
INE07T201019,Restaurant Brands Asia Ltd.,Consumer Services,RBA,EQ
INE450U01017,Route Mobile Ltd.,Telecommunication,ROUTE,EQ
INE01IU01018,SKY GOLD AND DIAMONDS Ltd.,Consumer Durables,SKYGOLD,EQ
INE429E01023,Safari Industries (India) Ltd.,Consumer Durables,SAFARI,EQ
INE08U801020,Samhi Hotels Ltd.,Consumer Services,SAMHI,EQ
INE149K01016,Sandur Manganese & Iron Ores Ltd.,Oil Gas & Consumable Fuels,SANDUMA,EQ
INE0UOS01011,Sanofi Consumer Healthcare India Ltd.,Healthcare,SANOFICONR,EQ
INE058A01010,Sanofi India Ltd.,Healthcare,SANOFI,EQ
INE953O01021,Sansera Engineering Ltd.,Automobile and Auto Components,SANSERA,EQ
INE602W01027,Senco Gold Ltd.,Consumer Durables,SENCO,EQ
INE807F01027,Sequent Scientific Ltd.,Healthcare,SEQUENT,EQ
INE151G01028,Shaily Engineering Plastics Ltd.,Capital Goods,SHAILY,EQ
INE908D01010,Shakti Pumps (India) Ltd.,Capital Goods,SHAKTIPUMP,EQ
INE221J01015,Sharda Cropchem Ltd.,Chemicals,SHARDACROP,EQ
INE597I01028,Sharda Motor Industries Ltd.,Automobile and Auto Components,SHARDAMOTR,EQ
INE932X01026,Share India Securities Ltd.,Financial Services,SHAREINDIA,EQ
INE916U01025,Sheela Foam Ltd.,Consumer Durables,SFL,EQ
INE790G01031,Shilpa Medicare Ltd.,Healthcare,SHILPAMED,EQ
INE087H01022,Shree Renuka Sugars Ltd.,Fast Moving Consumer Goods,RENUKA,EQ
INE526E01018,Shriram Pistons & Rings Ltd.,Automobile and Auto Components,SHRIPISTON,EQ
INE439E01022,Skipper Ltd.,Capital Goods,SKIPPER,EQ
INE683A01023,South Indian Bank Ltd.,Financial Services,SOUTHBANK,EQ
INE460H01021,Star Cement Ltd.,Construction Materials,STARCEMENT,EQ
INE00M201021,Sterling and Wilson Renewable Energy Ltd.,Construction,SWSOLAR,EQ
INE089C01029,Sterlite Technologies Ltd.,Telecommunication,STLTECH,EQ
INE939A01011,Strides Pharma Science Ltd.,Healthcare,STAR,EQ
INE189B01011,Styrenix Performance Materials Ltd.,Chemicals,STYRENIX,EQ
INE287B01021,Subros Ltd.,Capital Goods,SUBROS,EQ
INE659A01023,Sudarshan Chemical Industries Ltd.,Chemicals,SUDARSCHEM,EQ
INE232I01014,Sun Pharma Advanced Research Company Ltd.,Healthcare,SPARC,EQ
INE947A01014,Sunflag Iron & Steel Company Ltd.,Capital Goods,SUNFLAG,EQ
INE805D01034,Sunteck Realty Ltd.,Realty,SUNTECK,EQ
INE07RO01027,Supriya Lifescience Ltd.,Healthcare,SUPRIYA,EQ
INE335A01020,Surya Roshni Ltd.,Capital Goods,SURYAROSNI,EQ
INE225D01027,Symphony Ltd.,Consumer Durables,SYMPHONY,EQ
INE0EK901012,TARC Ltd.,Realty,TARC,EQ
INE419M01027,TD Power Systems Ltd.,Capital Goods,TDPOWERSYS,EQ
INE202Z01029,TSF Investments Ltd.,Financial Services,TSFINV,EQ
INE395N01027,TVS Supply Chain Solutions Ltd.,Services,TVSSCS,EQ
INE483C01032,Tanla Platforms Ltd.,Information Technology,TANLA,EQ
INE985S01024,Teamlease Services Ltd.,Services,TEAMLEASE,EQ
INE011K01018,Tega Industries Ltd.,Capital Goods,TEGA,EQ
INE621L01012,Texmaco Rail & Eng. Ltd.,Capital Goods,TEXRAIL,EQ
INE085J01014,Thangamayil Jewellery Ltd.,Consumer Durables,THANGAMAYL,EQ
INE294Z01018,The Anup Engineering Ltd.,Capital Goods,ANUP,EQ
INE332A01027,Thomas Cook (India) Ltd.,Consumer Services,THOMASCOOK,EQ
INE594H01019,Thyrocare Technologies Ltd.,Healthcare,THYROCARE,EQ
INE133E01013,Tilaknagar Industries Ltd.,Fast Moving Consumer Goods,TI,EQ
INE508G01029,Time Technoplast Ltd.,Capital Goods,TIMETECHNO,EQ
INE716B01029,Tips Music Ltd.,Media Entertainment & Publication,TIPSMUSIC,EQ
INE454P01035,Transrail Lighting Ltd.,Capital Goods,TRANSRAILL,EQ
INE551W01018,Ujjivan Small Finance Bank Ltd.,Financial Services,UJJIVANSFB,EQ
INE0U3I01011,Unimech Aerospace and Manufacturing Ltd.,Capital Goods,UNIMECH,EQ
INE665J01013,V-Mart Retail Ltd.,Consumer Services,VMART,EQ
INE054A01027,V.I.P. Industries Ltd.,Consumer Durables,VIPIND,EQ
INE945H01013,V2 Retail Ltd.,Consumer Services,V2RETAIL,EQ
INE710A01016,VST Industries Ltd.,Fast Moving Consumer Goods,VSTIND,EQ
INE956G01038,Va Tech Wabag Ltd.,Utilities,WABAG,EQ
INE884A01027,Vaibhav Global Ltd.,Consumer Durables,VAIBHAVGBL,EQ
INE665L01035,Varroc Engineering Ltd.,Automobile and Auto Components,VARROC,EQ
INE386A01023,Vesuvius India Ltd.,Capital Goods,VESUVIUS,EQ
INE410B01037,Vinati Organics Ltd.,Chemicals,VINATIORGA,EQ
INE540H01012,Voltamp Transformers Ltd,Capital Goods,VOLTAMP,EQ
INE299N01021,Waaree Renewable Technologies Ltd.,Capital Goods,WAAREERTL,EQ
INE855C01023,Websol Energy System Ltd.,Capital Goods,WEBELSOLAR,EQ
INE625G01013,Welspun Enterprises Ltd.,Construction,WELENT,EQ
INE274F01020,Westlife Foodworld Ltd.,Consumer Services,WESTLIFE,EQ
INE0JO301016,Yatharth Hospital & Trauma Care Services Ltd.,Healthcare,YATHARTH,EQ
INE07K301024,Zaggle Prepaid Ocean Services Ltd.,Information Technology,ZAGGLE,EQ
INE768C01028,Zydus Wellness Ltd.,Fast Moving Consumer Goods,ZYDUSWELL,EQ
INE01QM01018,eMudhra Ltd.,Information Technology,EMUDHRA,EQ
INE041025011,Embassy Office Parks REIT,,EMBASSY,
INE0CCU25019,Mindspace Business Parks REIT,,MINDSPACE,
INE0NDH25011,Nexus Select Trust,,NXST,
INE0FDU25010,Brookfield India Real Estate Trust,,BIRET,
INE1JAR25012,Knowledge Realty Trust,,KRT,
INE219X23014,India Grid Trust (IndiGrid),,INDIGRID,
INE0GGX23010,PowerGrid Infrastructure (PGInvIT),,PGINVIT,
INE183W23014,IRB InvIT Fund,,IRBINVIT,
INE0GTI23014,Shrem InvIT,,SHREMINVIT,
INE0NHL23019,Indus Infra Trust,,INDUSINVIT,
INE05KD23015,India Infrastructure Trust,,ENERGYINF,
INE0Z8Z23013,Capital India Infrastructure Trust,,CAPINVIT,
INE0KXY23015,Vertis Infrastructure Trust,,VERTIS,
INE0MIZ23019,Anzen India Energy Trust,,ANZEN,
INE1UA823019,Anantam Highways Trust,,ANANTAM-IV,
